id,Comercial_Name,Social_reason,Activity,Size,Colony,Postal_Code,State,City,Phone,EMAIL,Web_Page,Max_People
680,INSTITUTO BILINGUE LA SILLA,INNOVADORA DE LA EDUCACION SC,Escuelas de educación primaria del sector privado,101 a 250 personas,CAÃ¿Â¿ADA DEL SUR,64890,Nuevo León,Monterrey,,ISB@HOTMAIL.COM,WWW.LASILLA.EDU.COM,250
681,INSTITUTO BRILLAMONT,CENTRO PEDAGOGICO DE DESARROLLO INTEGRAL SC,Escuelas del sector privado que combinan diversos niveles de educación,101 a 250 personas,CENTRO SAN PEDRO,66230,Nuevo León,San Pedro Garza García,,BRILLAMONT@BRILLAMONT.EDU.MX,WWW.BRILLAMONT.EDU.MX,250
682,INSTITUTO CEFI,CENTRO EDUCATIVO Y FORMACIÓN INTEGRAL SC,Escuelas del sector privado que combinan diversos niveles de educación,51 a 100 personas,SCOP,67190,Nuevo León,Guadalupe,,INFO@CEFI.EDU.MX,WWW.INSTITUTOCEFI.EDU.MX,100
683,INSTITUTO CIENTIFICO Y LITERARIO,EDUCACION Y CULTURA DEL NORESTE AC,Escuelas del sector privado que combinan diversos niveles de educación,51 a 100 personas,DESARROLLO LAS TORRES,64760,Nuevo León,Monterrey,,INSTCIENTYLIT@HOTMAIL.COM,WWW.ICYL.EDU.MX,100
684,INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE NUEVO LEON,INSTITUTO DE CIENCIAS Y ESTUDIOS SUPERIORES DE TAMAULIPAS AC,Escuelas de educación superior del sector privado,51 a 100 personas,ZONA CENTRO,64000,Nuevo León,Monterrey,,SGUTIERREZMIJES@LAMETA.MX,WWW.ICEST.EDU.MX,100
685,INSTITUTO DE FORMACION  INTEGRAL NOVUVEAU,REGIOAXIOMA EDUCATIVO ,Escuelas del sector privado que combinan diversos niveles de educación,51 a 100 personas,PADILLA,66645,Nuevo León,Apodaca,,A.A.AARAIZA@GMAIL.COM,WWW.NOUVEAU.EDU.MX,100
686,INSTITUTO DEL REY,COLEGIO DEL REY CUMBRES AC,Escuelas del sector privado que combinan diversos niveles de educación,51 a 100 personas,ZAPATA,64390,Nuevo León,Monterrey,8119678037,INFO@INSTITUTODELREY.EDU.MX,WWW.INSTITUTODELREY.EDU.MX,100
687,INSTITUTO EXCELSIOR DE MONTERREY AC,INSTITUTO EXCELSIOR DE MONTERREY AC,Escuelas del sector privado que combinan diversos niveles de educación,101 a 250 personas,ALTA VISTA,64840,Nuevo León,Monterrey,,INSTITUTOEXCELSIOR@IEMAC.EDU.MX,WWW.IEMAC.EDU.MX,250
688,INSTITUTO FRANCO MEXICANO,INSTITUTO FRANCO MEXICANO AC,Escuelas del sector privado que combinan diversos niveles de educación,51 a 100 personas,DEL VALLE,66220,Nuevo León,San Pedro Garza García,,ADMISIONES@IFM.EDU.MX,WWW.IFM.EDU.MX,100
689,INSTITUTO LAURENS,INSTITUTO LAURENS AC,Escuelas del sector privado que combinan diversos niveles de educación,101 a 250 personas,COLINAS DE SAN JERÃ¿NIMO,64630,Nuevo León,Monterrey,,INFORMACION@LAURNS.EDU.MX,WWW.LAURENS.EDU.MX,250
690,INSTITUTO MANO AMIGA,INSTITUTO MANO AMIGA DE MONTERREY SC,Escuelas de educación primaria del sector privado,51 a 100 personas,LA REPÚBLICA,64900,Nuevo León,Monterrey,,CROJAS.MTY@MANOAMIGA.EDU.MX,WWW.MANOAMIGA.MX,100
691,INSTITUTO MANO AMIGA SANTA CATATARINA,CENTRO DE DESARROLLO Y AVANCE SC,Escuelas del sector privado que combinan diversos niveles de educación,51 a 100 personas,SAN GILBERTO,66369,Nuevo León,Santa Catarina,,JADAME.CAT@MANOAMIGA.EDU.MX,,100
692,INSTITUTO MATER AC,INSTITUTO MATER AC,Escuelas del sector privado que combinan diversos niveles de educación,101 a 250 personas,CARRIZALEJO,66220,Nuevo León,San Pedro Garza García,,ADMICIONES@MATER.EDU.MX,WWW.MATER.EDU.MX,250
693,INSTITUTO MEXICANO NORTEAMERICANO DE RELACIONES CULTURALES DE NUEVO LEON,INSTITUTO MEXICANO NORTEAMERICANO DE RELACIONES CULTURALES DE NUEVO LEON AC,Escuelas de idiomas del sector privado,101 a 250 personas,CENTRO,64000,Nuevo León,Monterrey,,PDELAGARZA@RELACIONESCULTURALES.EDU.MX,WWW.RELACIONESCULTURALES.EDU.MX,250
694,INSTITUTO MONTESSORI ANAHUAC,INSTITUTO MONTESSORI ANAHUAC DEL NORTE SC,Escuelas de educación primaria del sector privado,51 a 100 personas,RESIDENCIAL ANAHUAC 1 SECTOR,66457,Nuevo León,San Nicolás de los Garza,,ima_cpflores@hotmail.com,,100
695,INSTITUTO MOTOLINIA AC,INSTITUTO MOTOLINIA AC,Escuelas de educación primaria del sector privado,101 a 250 personas,RESIDENCIAL CUMBRES,64619,Nuevo León,Monterrey,,IVILLARREAL@MOTOLINIA.EDU.MX,,250
696,INSTITUTO NOUVEAU,REGIO FOMENTO EDUCATIVO SC,Escuelas del sector privado que combinan diversos niveles de educación,51 a 100 personas,MISION DE SANTA CATARINA,66351,Nuevo León,Santa Catarina,,SANTACATARINA@NOUVEAU.EDU.MX,WWW.NOUVEAU.EDU.MX,100
697,INSTITUTO NUEVO AMANECER A B P,INSTITUTO NUEVO AMANECER A B P ,Escuelas del sector privado de educación para necesidades especiales,101 a 250 personas,LAZARO GARZA AYALA,66230,Nuevo León,San Pedro Garza García,,NUEVOAMANECECER@NUEVOAMANCER.EDU.MX,WWW.NUEVOAMANECER.EDU.MX,250
698,INSTITUTO OLIMPIA,CENTRO PEDAGOGICO OLIMPIA SC,Escuelas del sector privado que combinan diversos niveles de educación,51 a 100 personas,LOS ROSALES,64790,Nuevo León,Monterrey,,CONTABILIDAD@OLIMPIA.EDU.MX,WWW.OLIMPIA.EDU.MX,100
699,INSTITUTO PEDAGÓGICO APODACA,INSTITUTO PSICOPEDAGOGICO APODACA SC,Escuelas del sector privado que combinan diversos niveles de educación,51 a 100 personas,CENTRO,66600,Nuevo León,Apodaca,8183862420,VENTAS@EMPERADOREVENTOS.COM,WWW.IPAAPODACA.EDU.MX,100
700,INSTITUTO REGIOMONTANO DE HOTELERIA Y TURISMO,INSTITUTO REGIOMONTANO DE HOTELERIA Y TURISMO AC,Escuelas de educación media técnica terminal del sector privado,51 a 100 personas,DESARROLLO LAS TORRES,64760,Nuevo León,Monterrey,8181614903,RQUINTERO@IRH.EDU.MX,WWW.IRH.EDU.MX,100
701,INSTITUTO REGIOMONTANO LASALLE,INSTITUTO DE DESARROLLO EDUCACION Y APRENDIZAJE SC,Escuelas del sector privado que combinan diversos niveles de educación,101 a 250 personas,VALLE ALTO,64989,Nuevo León,Monterrey,,LALVAREZ@SANROBERTO.EDU.MX,,250
702,INSTITUTO SAN DIEGO,INSTITUTO SAN DIEGO SOCIEDAD CIVIL SC,Escuelas del sector privado que combinan diversos niveles de educación,51 a 100 personas,LINDA VISTA,67130,Nuevo León,Guadalupe,,SANDRA@INSTITUTOSANDIEGO.EDU.MX,WWW.INSTITUTOSANDIEGO.EDU.MX,100
703,INSTITUTO TECNICO EN ALIMENTOS Y BEBIDAS,INSTITUTO TECNICO EN ALIMENTOS Y BEBIDAS SC,Escuelas de educación media técnica terminal del sector privado,51 a 100 personas,CENTRO,64000,Nuevo León,Monterrey,,acampos@itab.edu.mx,WWW.ITAB.EDU.MX,100
704,INSTITUTO TECNOLOGICO DE NUEVO LEÓN,TECNOLOGICO NACIONAL DE MEXICO ,Escuelas de educación superior del sector público,251 y más personas,lomas de TOLTECA,67170,Nuevo León,Guadalupe,8110260825,pl_nleon@tecnm.mx,www.itnl.edu.mx,251
705,INTITUTO DE ESPECIALIZACION PARA EJECUTIVOS,INSTITUTO DE ESPECIALIZACION PARA EJECUTIVOS SC,Escuelas para la capacitación de ejecutivos del sector privado,51 a 100 personas,CHEPEVERA,64030,Nuevo León,Monterrey,,CLARISA.TORRES@IEE.EDU.MX,WWW.IEEMONTERREY.EDU.MX,100
706,IPADE MONTERREY,SOCIEDAD PANAMERICANA DE ESTUDIOS EMPRESARIALES AC,Escuelas para la capacitación de ejecutivos del sector privado,51 a 100 personas,SANTA MARIA,64650,Nuevo León,Monterrey,,JILOPEZ@IPADE.MX,WWW.IPADE.MX,100
707,ITESM,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY ,Escuelas de educación superior del sector privado,251 y más personas,OBRERA,64010,Nuevo León,Monterrey,,EPARGAS@ITEST.MX,,251
708,LATIN AMERICAN SCHOOL,LATIN AMERICAN SCHOOL SA,Escuelas de educación secundaria general del sector privado,101 a 250 personas,CUMBRES SEGUNDO SECTOR,64610,Nuevo León,Monterrey,,LUISROBERTOTORRES03@GMAIL.COM,,250
709,LICEO ANGLO FRANCES DE MONTERREY AC,,Escuelas del sector privado que combinan diversos niveles de educación,101 a 250 personas,DEL VALLE,66220,Nuevo León,San Pedro Garza García,,LELIZONDO@LAF.EDU.MX,WWW.LAF.EDU.MX,250
710,LICEO DE APODACA,FOMEMTO EDUCATIVO Y CULTURAL DE APODACA SA DE CV,Escuelas del sector privado que combinan diversos niveles de educación,51 a 100 personas,RINCONADA COLONIAL,66606,Nuevo León,Apodaca,,ADMINISTRADOR@LICEODEAPODACA.EDU.COM,WWW.LICEODEAPODACA.COM,100
711,LICEO DE MONTERREY CENTRO EDUCATIVO,FOMENTO DE INSTITUCIONES EDUCATIVAS AC,Escuelas del sector privado que combinan diversos niveles de educación,101 a 250 personas,SENDERO DE SAN JERONIMO,64640,Nuevo León,Monterrey,,CONTACTO@LICEO.EDU.MX,WWW.LICEO.EDU.MX,250
712,OXFORD ACADEMY MONTERREY,ASCENDER APRENDIENDO SC,Escuelas del sector privado que combinan diversos niveles de educación,51 a 100 personas,ANTIGUA ESTANZUELA,64988,Nuevo León,Monterrey,19718873,MGUZZI@OXFORDACADEMY.MX,WWW.OXFORDACADEMY.MX,100
713,PREPARATORIA NO 1,UNIVERSIDAD AUTONOMA DE NUEVO LEON ,Escuelas de educación media superior del sector público,101 a 250 personas,APODACA CENTRO,66600,Nuevo León,Apodaca,,ERIC.GARZAL@UANL.MX,,250
714,PREPARATORIA NO 15 UNIDAD FLORIDA,UNIVERSIDAD AUTONOMA DE NUEVO LEÓN ,Escuelas de educación media superior del sector público,101 a 250 personas,RECIDENCIAL FLORIDA,64810,Nuevo León,Monterrey,,PREPARATORIA15@HOTMAIL.COM,WWW.PREPARATORIA15.UANL.MX,250
715,PREPARATORIA NO 8 TURNO 1,UNIVERSIDAD AUTONOMA DE NUEVO LEÓN ,Escuelas de educación media superior del sector público,101 a 250 personas,MARTE,67140,Nuevo León,Guadalupe,,PREPARATORIA8.UANL@GMAIL.COM,,250
716,SAINT JOSEPH LEARNING CENTER,SAINT JOSEPH LEARNING CENTER SC,Escuelas del sector privado que combinan diversos niveles de educación,101 a 250 personas,EL URO,64983,Nuevo León,Monterrey,,DIRECCION@SJLC.COM.MX,WWW.SAINJOSEPH.COM.MX,250
717,SAN ROBERTO INTERNATIONAL SCHOOL,INSTITUTO DE DESARROLLO EDUCACION Y APRENDIZAJE SC,Escuelas del sector privado que combinan diversos niveles de educación,251 y más personas,RESIDENCIAL SAN AGUSTIN,66260,Nuevo León,San Pedro Garza García,8115282869,LILIANA.ALVAREZ@SANROBERTO.EDU.MX,WWW.NORDANGLIAEDUCATION.COM,251
718,SECUNDARIA  TECNICA NO 59,EL GOBIERNO ,Escuelas de educación secundaria técnica del sector público,51 a 100 personas,UNIDAD HABITACIONAL INDEPENDENCIA,66634,Nuevo León,Apodaca,8183213629,SECTEC59@LIVE.COM.MX,,100
719,SECUNDARIA 19 EDUCADORES DE NUEVO LEON,SECRETARIA DE EDUCACION ,Escuelas de educación secundaria general del sector público,51 a 100 personas,LUIS ECHEVERRIA,64750,Nuevo León,Monterrey,,EDUCADORES19@GMAIL.COM,,100
720,SECUNDARIA 39 EUGENIO A SOLIS GUADIANA,GOBIERNO FEDERAL ,Escuelas de educación secundaria general del sector público,51 a 100 personas,LOS MORALES,66440,Nuevo León,San Nicolás de los Garza,,EUGENIOSOLISGUADIANA@YAHOO.COM.MX,,100
721,SECUNDARIA 50 LIC JOSE VASCONCELOS,GOBIERNO ,Escuelas de educación secundaria general del sector público,51 a 100 personas,NORIA SUR,66633,Nuevo León,Apodaca,,SECUNDARIA50@GMAIL.COM,,100
722,SECUNDARIA FEDERAL 96 BELISARIO DOMINGUEZ,SECUNDARIA FEDERAL 96 BELISARIO DOMINGUEZ ,Escuelas de educación secundaria general del sector público,51 a 100 personas,JARDINES DE ANAHUAC,66463,Nuevo León,San Nicolás de los Garza,,SEC96BELISARIODOMINGUEZ@HOTMAIL.COM,,100
723,SECUNDARIA FEDERAL# 23 NIÑOS HEROES CCT19DES003L,SECRETARIA DE EDUCACIÓN PÚBLICA ,Escuelas de educación secundaria general del sector público,51 a 100 personas,NIÑOS HEROES,67190,Nuevo León,Guadalupe,8183618090,ESC.SEC.23@HOTMAIL.COM,,100
724,SECUNDARIA GENERAL # 3 PROFR MOISES SAENZ GARZA,SECRETARIA DE EDUCACION PUBLICA ,Escuelas de educación secundaria general del sector público,51 a 100 personas,APODACA CENTRO,66600,Nuevo León,Apodaca,8183863806,SEC3MOISES_SAENZ_GARZA@HOTMAIL.COM,,100
725,SECUNDARIA NUMERO 71 PROFESOR ROBERTO GARZA CRUZ,SECRETARIA DE EDUCACION PUBLICA ,Escuelas de educación secundaria general del sector público,51 a 100 personas,APODACA CENTRO,66600,Nuevo León,Apodaca,8183863687,ROBERTOGARZACRUZ@GMAIL.COM,,100
726,SECUNDARIA TEC 4 MANUEL GONZALEZ RANGEL,GOBIERNO ,Escuelas de educación secundaria técnica del sector público,51 a 100 personas,CASCO HISTORICO,66230,Nuevo León,San Pedro Garza García,8183383066,EST4MANUELGR@YAHOO.COM.MX,,100
727,SECUNDARIA TECNICA NO 107 CARLOS CANSECO GONZALEZ,UIE920518PI5 SECRETARIA DE EDUCACION PUBLICA ,Escuelas de educación secundaria técnica del sector público,51 a 100 personas,TREBOLES,66646,Nuevo León,Apodaca,8119996981,ESCSECTEC107@HOTMAIL.COM,,100
728,SECUNDARIA TECNICA NO 78 TURNO VESPERTINO CLAVE 19DST0078U,SECRETARIA DE EDUCACION 19DST0078U ,Escuelas de educación secundaria técnica del sector público,51 a 100 personas,DOS RIOS,67168,Nuevo León,Guadalupe,8188611137,SECUNDARIATECNICA78@HOTMAIL.COM,,100
729,SEUNDARIA TECNICA 54 PROFESOR LEONCIO ISAAC SALAZAR CASTILLO,EL GOBIERNO ,Escuelas de educación secundaria técnica del sector público,51 a 100 personas,RIVERAS DEL RIO,67160,Nuevo León,Guadalupe,8183370557,TEC54DIRECCION@HOTMAIL.COM,,100
730,SISTEMA NACIONAL DE EDUCACION VALLADOLID AC,SERVICIOS ESCOLARES PARA LA EDUCACION   EN AMERICA AC,Escuelas de educación primaria del sector privado,51 a 100 personas,EJIDO EL MEZQUITAL,66630,Nuevo León,Apodaca,,IMPUESTOS@SISTEMAVALLADOLID.COM,WWW.SISTEMAVALLADOLID.COM,100
731,TEDI,TALLER DE EXPRESION Y DESARROLLO INTEGRAL AC,Escuelas del sector privado de educación para necesidades especiales,51 a 100 personas,PALO BLANCO,66240,Nuevo León,San Pedro Garza García,,HOLA@TEDI.ORG.MX,WWW.TEDI.ORG.MX,100
732,UNIVERSIDAD AUTONOMA DEL NORESTE,UNIVERSIDAD AUTONOMA DEL NORESTE AC,Escuelas de educación superior del sector privado,101 a 250 personas,CENTRO,64000,Nuevo León,Monterrey,,MBERNAL@UANE.COM.MX,WWW.UNE.COM,250
733,UNIVERSIDAD DE CIENCIAS DE LA SEGURIDAD DEL ESTADO DE NUEVO LEON,GOBIERNO DEL ESTADO ,Escuelas de educación superior del sector público,101 a 250 personas,UNIVERSIDAD DE CIENCIAS DE LA UNIVERSIDAD,66360,Nuevo León,Santa Catarina,,ADMINISTRACION@UCS.EDU.MX,,250
734,UNIVERSIDAD DE NUEVA EXTREMADURA,PROMOTORA DE EDUCACION CORPORATIVA AC,Escuelas de educación superior del sector privado,51 a 100 personas,CENTRO,66350,Nuevo León,Santa Catarina,,CARRANZA@UVNE.EDU.MX,WWW.UVNE.EDU.MX,100
735,UNIVERSIDAD DEL NORTE AC,UNIVERSIDAD DEL NORTE AC,Escuelas de educación superior del sector privado,51 a 100 personas,ZONA CENTRO,64000,Nuevo León,Monterrey,,VICTOR.GONZALES@UN.EDU.MX,WWW.UNIVERSIDADDELNORTE.COM,100
736,UNIVERSIDAD HUMANISTA DE LAS AMERICAS,COLEGIO DE BACHILLERES Y DE ESTUDIOS SUPERIORES DE MONTERREY AC,Escuelas de educación superior del sector privado,101 a 250 personas,CENTRO,64000,Nuevo León,Monterrey,,NANCY@UHA.EDU.MX,,250
737,UNIVERSIDAD LCI,UNIVERSIDAD LCI SC,Escuelas de educación superior del sector privado,51 a 100 personas,MONTERREY CENTRO,64000,Nuevo León,Monterrey,8183432393,JUAN.TREVINO@LCIMONTERREY.COM.MX,WWW.LCIMONTERREY.COM.MX,100
738,UNIVERSIDAD PEDAGOGICA NACIONAL UNIDAD 19B,UNIVERSIDAD PEDAGOGICA NACIONAL UNIDAD 19B ,Escuelas de educación superior del sector público,101 a 250 personas,ADOLFO PRIETO,67120,Nuevo León,Guadalupe,,ALEJANDRO.TREVINO@UPN.EDU.MX,,250
739,UNIVERSIDAD TECNOLOGICA DE SANTA CATARINA,UNIVERSIDAD TECNOLOGICA SANTA CATARINA ,Escuelas de educación superior del sector público,251 y más personas,BOSQUES DE SANTA CATARINA,66359,Nuevo León,Santa Catarina,,PMARTINEZ@UTSC.EDU.MX,WWW.UTSC.EDU.MX,251
740,"CFE GENERACIÓN IV, EPS",CFE GENERACIÓN IV EPS ,Generación de electricidad a partir de combustibles fósiles,251 y más personas,SAN JERÓNIMO,64640,Nuevo León,Monterrey,,MIGUEL.CABRERA01@CFE.GOB.MX,WWW.CFE.MX,251
741,SERVICIOS DE AGUA Y DRENAJE DE MONTERREY,SERVICIOS DE AGUA Y DRENAJE DE MONTERREY ,"Captación, tratamiento y suministro de agua realizados por el sector público",51 a 100 personas,LA FAMA,66100,Nuevo León,Santa Catarina,8122229210,JGALVAN@SADM.GOB.MX,WWW.SADM.GOB.MX,100
742,SERVICIOS DE AGUA Y DRENAJE DE MONTERREY I P D,SERVICIOS DE AGUA Y DRENAJE DE MONTERREY ,"Captación, tratamiento y suministro de agua realizados por el sector público",51 a 100 personas,CENTRO,64000,Nuevo León,Monterrey,8120338150,ICCA_SECRETARIA_GCA@SADM.GOB.MX,WWW.WQDM.GOB.MXICA,100
743,15083 GARZA SADA,OPERADORA DE FRANQUICIAS ALSEA SAPI DE CV,Restaurantes de autoservicio,51 a 100 personas,ALTAVISTA,64840,Nuevo León,Monterrey,,BURGERKING@ALSEA.COM.MX,WWW.BURGERKING.COM.MX,100
744,50212 MONTERREY GONZALITOS,GRUPO AMIGOS DE SAN ANGEL SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,101 a 250 personas,JARDINES DEL CERRO,64050,Nuevo León,Monterrey,,INFO@ITALIANNIS.COM,WWW.ITALIANNIS.COM.MX,250
745,ADMINISTRADORA DE HOTELES GRT,ADMINISTRADORA DE HOTELES GRT SA DE CV,Hoteles con otros servicios integrados,101 a 250 personas,VALLE ORIENTE,66260,Nuevo León,San Pedro Garza García,,DOROZCO@HOTELESREALINN.COM,,250
746,ADMINISTRADORA DE HOTELES GRT,ADMINISTRADORA DE HOTELES GRT SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,VALLE ORIENTE,66200,Nuevo León,San Pedro Garza García,,DOROZCO@CAMINOREAL.COM,,100
747,ALIMENTOS SELECTOS DEL NORESTE,ALIMENTOS SELECTOS DEL NORESTE SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,101 a 250 personas,LOS PINOS,64770,Nuevo León,Monterrey,,F.JEREZ@MARTINS.COM.MX,WWW.MARTINS.COM.MX,250
748,ANTARIS SUIT CINTERMEX,ANTARI SUITE CINTERMEX SA DE CV,Hoteles con otros servicios integrados,101 a 250 personas,OBRERA,64010,Nuevo León,Monterrey,,GGGALERIAS@HOTELANTARIS.COM,WWW.ANTARISSUITECINTERMEX.COM,250
749,ARAMARK MEXICO,ARAMARK MEXICO S DE RL DE CV,Servicios de comedor para empresas e instituciones,51 a 100 personas,CENTRO,64500,Nuevo León,Monterrey,,BUENROSTRO-LAURA@ARAMARK.COM.MX,ARAMARK.COM.MX,100
750,AZIA RESTAURANTE,AZIA SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,JARDINES DEL CAMPESTRE,66264,Nuevo León,San Pedro Garza García,,AZIA.SANPEDRO@GMAIL.COM,,100
751,BUFFALO WILD WINGS,BWW FOOD S SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,CONTRY,64740,Nuevo León,Monterrey,,BWW.CONTRY@GGALIMENTOS.COM,,100
752,BYU,ADMINISTRADORA DE BARES AVITO SA DE CV,"Centros nocturnos, discotecas y similares",51 a 100 personas,DEL VALLE,66220,Nuevo León,San Pedro Garza García,,PSICOU_85@HOTMAIL.COM,,100
753,CABANNA,CJM ALIMENTOS SA DE CV,Restaurantes con servicio de preparación de pescados y mariscos,101 a 250 personas,SAN PEDRO GARZA GARCIA,66269,Nuevo León,San Pedro Garza García,,METROPOLITAN@CABANNA.COM.MX,WWW.CABANNA.COM.MX,250
754,CEDIS GENERALES,ARRENDADORA CIERRA MADRE SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,GARZA NIETO,64420,Nuevo León,Monterrey,,BUCHGEN@HOTMAIL.COM,,100
755,CHILIS APODACA II M ALEMAN,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,KARLOS APOACA,66603,Nuevo León,Apodaca,,KD3ELGADO@CMR.MX,WWW.CHILIS.COM.MX,100
756,CHILIS CHURUBUSCO,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,CHURUBUSCO,64590,Nuevo León,Monterrey,,KDEELGADO@CMR.MX,WWW.CHILIS.COM.MX,100
757,CHILIS PLAZA CUMBRES,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,CUMBRES LAS PALMAS,64610,Nuevo León,San Pedro Garza García,,KDELGADDO@CMR.MX,WWW.CHILIS.COM.MX,100
758,CHILLI S GALERIAS MONTERREY,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,VISTA HERMOSA,64008,Nuevo León,Monterrey,,KDELGAO@CMR.MX,WWW.CHILIS.COM.MX,100
759,COLMILLO,COLMILLO DEL ROBLE SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,VALLE DEL CAMPESTRE,66265,Nuevo León,San Pedro Garza García,,FACTURACION.ROBLE@COLMILLO.MX,WWW.COLMILLO.MX,100
760,COMEDORES Y ABASTECIMIENTOS ALIMENTICIOS MARITIMOS,COMEDORES Y ABASTECIMIENTOS ALIMENTICIOS MARITIMOS SA DE CV,Servicios de comedor para empresas e instituciones,251 y más personas,NUEVO REPUEBLO,64700,Nuevo León,Monterrey,,FMENDOZA@LOZCAR.COM.MX,WWW.LOZCSR.COM.MX,251
761,COMFORT INN MONTERREY NORTE,OPERADORA TURISTICA SAN NICOLAS SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,CONSTITUYENTES DE QUERÉTARO PRIMER SECTOR,66490,Nuevo León,San Nicolás de los Garza,,INFO@COMFORTINNMONTERREYNORTE.COM,,100
762,COURTYARD BY MARRIOTT,OPERADORA DE APODACA SA DE CV,Hoteles con otros servicios integrados,51 a 100 personas,STIVA AEROPUERTO,66600,Nuevo León,Apodaca,,INFO.OPTIMA@HOTELESOPTIMA.COM,,100
763,DISTRIBUIDORA ARATHI,DISTRIBUIDORA ARATHI SA DE CV,Servicios de comedor para empresas e instituciones,101 a 250 personas,SAN NICOLAS CENTRO,66400,Nuevo León,San Nicolás de los Garza,,DISTRUBUIDORA.ARATHI@GMAIL.COM,,250
764,EL GRAN PASTOR,ELABORADORA ALIMENTICIA DE MONTERREY SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,SAN JERONIMO,64020,Nuevo León,Monterrey,,GONZALITOS@GRANPASTOR.COM,WWW.ELGRANPASTOR.COM,100
765,EL GRAN PASTOR,ELABORADORA ALIMENTICIA DE MONTERREY SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,TORRES DE LINDA VISTA,67138,Nuevo León,Guadalupe,,LINDAVISTA@GRANPASTOR.COM,WWW.ELGRANPASTOR.COM,100
766,EL GRAN PASTOR,COLECTIVA DEL MAR ,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,VALLE DEL CAMPESTRE,66265,Nuevo León,San Pedro Garza García,,VALLE@ELGRANPASTOR.COM,,100
767,EL GRAN PASTOR,ELABORADORA ALIMENTICIA DE MONTERREY SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,MITRAS SUR,64020,Nuevo León,Monterrey,,SIMONBOLIVAR@GRANPASTOR.COM,WWW.ELGRANPASTOR.COM,100
768,EL GRAN PASTOR,ELABORADORA ALIMENTICIA DE MONTERREY SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,CENTRO,66400,Nuevo León,San Nicolás de los Garza,,SANNICOLAS@GRANPASTOR.COM,WWW.ELGRANPASTOR.COM,100
769,EL GRAN PASTOR,CORPORATIVO MULTIALIMENTOS SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,TORRES DE LINDA VISTA,67138,Nuevo León,Guadalupe,,NATI@ETEEMPRESA.COM.MX,WWW.ELGRANPASTOR,100
770,EL TORITO SINALOENSE,TORITO TEC SA DE CV,Restaurantes con servicio de preparación de pescados y mariscos,51 a 100 personas,TECNOLOGICO,64700,Nuevo León,Monterrey,,ADMINISTRACION@ELTORITOSINALOENSE.COM,,100
